ID,gds,title,description,type,pubmed_id,gpl,platform_organism,platform_technology_type,feature_count,sample_organism,sample_type,channel_count,sample_count,value_type,gse,order,update_date,
2354,GDS3245,S288C cell response to pterostilbene,"Analysis of strain S288C cells subjected to pterostilbene at the IC50 concentration (70uM) for one generation (3h). Pterostilbene, an analog of resveratrol, is a phytoalexin exhibiting potent antifungal activity. Results provide insight into the molecular pathways affected by pterostilbene.",Expression profiling by array,18366703,GPL90,Saccharomyces cerevisiae,in situ oligonucleotide,9335,Saccharomyces cerevisiae,RNA,1,6,count,GSE10554,none,7/31/08,
2355,GDS3251,Comparison of tobramycin-treated PA14 biofilm/CFBE and planktonic cultures,"Analysis of PA14 biofilms grown on cystic fibrosis bronchial epithelial (CFBE) cells and PA14 planktonic cultures treated with tobramycin, a CF antibiotic treatment. Results provide insight into P14 infection in the context of CFBEs and suggest P14's response to tobramycin is growth mode-dependent.",Expression profiling by array,18212077,GPL84,Pseudomonas aeruginosa,in situ oligonucleotide,5900,Pseudomonas aeruginosa,RNA,1,10,count,GSE10030,none,8/28/08,
2356,GDS3252,Young adult response to Pseudomonas aeruginosa PA14: time course,"Analysis of strain fer-15(b26);fem-1(hc17) young adults exposed for up to 8 hrs to pathogenic Pseudomonas aeruginosa strain PA14, less pathogenic PA14 mutant gacA, and E. coli strain OP50 (normal food source). Results provide insight into the molecular basis of the response to a bacterial pathogen.",Expression profiling by array,17096597,GPL200,Caenorhabditis elegans,in situ oligonucleotide,22625,Caenorhabditis elegans,RNA,1,18,count,GSE5793,none,8/28/08,
2357,GDS3253,MAP kinase PMK-1 and transcription factor DAF-16 deletion mutants,Analysis of daf-2(e1368) loss-of-function mutant and daf-2(e1368);pmk-1(km25) and daf-2(e1368);daf-16(mgDf47) double mutants.  PMK-1 and DAF-16 confer enhanced pathogen resistance on daf-2 mutants relative to wild-type. Results suggest DAF-16 and PMK-1 upregulate distinct genes to promote immunity.,Expression profiling by array,17096597,GPL200,Caenorhabditis elegans,in situ oligonucleotide,22625,Caenorhabditis elegans,RNA,1,9,count,GSE5801,none,8/28/08,
2358,GDS3254,LIM homeobox Lhx8 deficiency effect on newborn ovaries,Wild type newborn ovary RNA was compared to newborn ovary RNA from Lhx8 deficient (-/-) or Nobox deficient (-/-) mice. Results indicate that Lxh8 is a critical factor for maintenance and differentiation of ooyctes during early embryogenesis and it acts in part by down-regulating the Nobox pathway.,Expression profiling by array,18509161,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,1,7,count,GSE11897,none,6/26/08,
2359,GDS3255,Held out wing mutant embryos,"Analysis of mutant embryos lacking both maternal and zygotic Held out wing (HOW), an RNA-binding protein (RBP) highly expressed in the mesoderm during early embryogenesis. how mutant embryos exhibit aberrant mesoderm spreading. Results provide insight into the role of HOW in mesoderm development.",Expression profiling by array,17728343,GPL72,Drosophila melanogaster,in situ oligonucleotide,14010,Drosophila melanogaster,RNA,1,4,count,GSE7772,none,7/9/08,
2360,GDS3256,Metaphase II stage oocytes matured in vivo,"Analysis of young, untreated metaphase II (MII) oocytes. Results provide insight into the baseline of genes expressed in in vivo matured oocytes and into the molecular mechanisms underlying biological processes such as oogenesis, folliculogenesis, fertilization, and embryonic development.",Expression profiling by array,16968779,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,6,count,GSE12034,none,10/8/08,
2361,GDS3257,Cigarette smoking effect on lung adenocarcinoma,"Analysis of different tumor stage adenocarcinoma and paired normal lung tissues of current, former and never smokers. To date, tobacco smoking is responsible for over 90% of lung cancers. Results provide insight into the molecular basis of lung carcinogenesis induced by smoking.",Expression profiling by array,18297132,GPL96,Homo sapiens,in situ oligonucleotide,22283,Homo sapiens,RNA,1,107,transformed count,GSE10072,none,10/24/08,
2362,GDS3258,Monocyte-derived macrophage response to decoy receptor 3,"Analysis of monocyte-derived macrophages (MDMs) treated with decoy receptor 3 (DcR3) recombinant fusion protein. DcR3, a TNF receptor superfamily member, is up-regulated in tumors from diverse lineages. Results provide insight into the role of DcR3 in tumor-associated macrophage (TAM) development.",Expression profiling by array,18349319,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,4,transformed count,GSE10856,none,10/24/08,
2363,GDS3259,Liver response to Pacific ciguatoxin-1: time course,Analysis of adult male C57/BL6 livers exposed to a symptomatic dose of the marine neurotoxin Pacific ciguatoxin-1 (P-CTX-1) for up to 24 hours. Ciguatoxins (CTX) are polyether neurotoxins that target voltage-gated sodium channels. Results provide insight into the hepatic molecular response to CTX.,Expression profiling by array,18353800,GPL2872,Mus musculus,in situ oligonucleotide,44290,Mus musculus,RNA,2,9,log10 ratio,GSE10768,none,10/24/08,
2364,GDS3260,Intestinal tissue xenograft response to pathogen Shigella flexneri infection in vivo,"Analysis of human intestinal xenotransplants infected with Shigella flexneri (virulent wild-type M90T, virulent mxiE mutant, and avirulent BS176 strains). Virulent S. flexneri are highly contagious enteric pathogens. Results provide insight into the intestinal innate immune response to infection.",Expression profiling by array,18426984,GPL96,Homo sapiens,in situ oligonucleotide,22283,Homo sapiens,RNA,1,8,transformed count,GSE8636,none,1/2/09,
2365,GDS3262,Pediatric malignant germ cell tumors: yolk sac tumors and seminomas,"Analysis of yolk sac tumors (YSTs) and seminomas, the two principal histological variants of pediatric malignant germ cell tumors (MGCTs). Seminomas and YSTs are presumed to arise from the same progenitor cell. Results provide insight into the molecular basis for the divergence of pediatric MGCTs.",Expression profiling by array,18519683,GPL96,Homo sapiens,in situ oligonucleotide,22283,Homo sapiens,RNA,1,27,transformed count,GSE10615,none,11/26/08,
2366,GDS3267,Madin-Darby canine kidney type II cell line response to hepatocyte growth factor,"Analysis of MDCK cells exposed to hepatocyte growth factor (HGF), a MAPK pathway activator. MDCK cells also exposed to HGF plus MAPK inhibitors. Epithelial organs such as kidney develop via tubulogenesis, a process induced by MAPK activation. Results provide insight into HGF-induced tubulogenesis.",Expression profiling by array,18039671,GPL3738,Canis lupus familiaris,in situ oligonucleotide,43035,Canis lupus familiaris,RNA,1,15,count,GSE9435,none,1/5/09,
2367,GDS3268,Colon epithelial biopsies of ulcerative colitis patients,Analysis of inflamed and un-inflamed colon epithelial biopsies of 67 ulcerative colitis (UC) patients from different anatomical locations of the gastrointestinal (GI) tract. Results provide insight into the regional variation of gene expression in UC patients and the pathogenesis of UC.,Expression profiling by array,18523026,GPL1708,Homo sapiens,in situ oligonucleotide,44290,Homo sapiens,RNA,2,202,log2 ratio,GSE11223,none,1/5/09,
2368,GDS3274,Chromophobe renal cell carcinoma and oncocytoma,Comparison of chromophobe renal cell carcinoma (RCC) and benign oncocytoma tumor samples. Malignant chromophobe RCC and benign oncocytoma share  morphologic features. Results provide insight into the molecular differences between the two types of tumors.,Expression profiling by array,17145811,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,18,transformed count,GSE12090,none,8/6/08,
2369,GDS3281,Tuberous sclerosis complex hamartomas,Analysis of tuberous sclerosis complex (TSC) skin hamartomas (angiofibromas and periungual fibromas) with normal-appearing skin from the same patients. Hamartomas overgrow epithelial and mesenchymal cells in TSC skin. Results provide insight into the pathogenesis of TSC hamartomas.,Expression profiling by array,18292222,GPL96,Homo sapiens,in situ oligonucleotide,22283,Homo sapiens,RNA,1,11,count,GSE9715,none,1/5/09,
2370,GDS3282,Liver transplantation tolerance: peripheral blood mononuclear cells,Analysis of peripheral blood mononuclear cells from operationally tolerant liver transplant patients. Operationally tolerant patients are fully immunocompetent but accept grafts without chronic immunosuppression. Results identify a molecular signature for operational tolerance.,Expression profiling by array,17241111,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,17,count,GSE11881,none,8/6/08,
2371,GDS3283,Estradiol effect on breast cancer cell line: time course,Analysis of MCF-7 breast cancer cells treated with estradiol for 3 or 6 hours. Results combined with ChIP experiments to identify estrogen receptor alpha binding sites and estradiol target genes in breast cancer cells.,Expression profiling by array,17510434,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,9,transformed count,GSE11506,none,8/6/08,
2372,GDS3284,Antimalarial drug chloroquine effect on PfCRT mutant parasite lines,Analysis of Plasmodium falciparum chloroquine-resistant transporter (PfCRT) mutants exposed to a low dose of chloroquine (CQ) for 3 h. The clones have different degrees of CQ resistance (CQR). Results provide insight into the molecular basis of the PfCRT effect on parasite susceptibility to CQ.,Expression profiling by array,18575593,GPL1321,"Plasmodium falciparum,Anopheles gambiae",in situ oligonucleotide,22769,Plasmodium falciparum,RNA,1,18,transformed count,GSE10022,none,1/6/09,
2373,GDS3285,Estrogen effect on breast cancer cell line: time course,Analysis of MCF-7 breast cancer cells treated with estrogen for up to 12 hours. Results used in conjunction with estrogen receptor and RNA polymerase II binding data to provide insight into the mechanisms underlying estrogen-regulated gene expression in breast cancer.,Expression profiling by array,17013392,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,12,transformed count,GSE11324,none,8/6/08,
2374,GDS3287,Fibroblast pseudopodia response to lysophosphatidic acid,"Analysis of pseudopodia from NIH/3T3 cells extending protrusions in response to LPA, a chemotactic stimulus. Asymmetric distribution of RNAs establishes polarity in multiple cell types. Results provide insight into RNAs that localize in cell protrusions in response to migratory stimuli.",Expression profiling by array,18451862,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,1,4,count,GSE10226,none,8/8/08,
2375,GDS3288,Fibroblast pseudopodia response to fibronectin,"Analysis of pseudopodia from NIH/3T3 cells extending protrusions in response to fibronectin, a haptotactic stimulus. Asymmetric distribution of RNAs establishes polarity in multiple cell types. Results provide insight into RNAs that localize in cell protrusions in response to migratory stimuli.",Expression profiling by array,18451862,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,1,4,count,GSE10227,none,8/8/08,
2376,GDS3289,Prostate cancer progression at the cellular level,Analysis of LCM-captured epithelial cell populations representing prostate cancer progression from benign epithelium to metastatic disease. Stromal cell populations also examined. Results provide insight into molecular mechanisms underlying the different aspects of prostate cancer progression.,Expression profiling by array,17173048,GPL2013,Homo sapiens,spotted DNA/cDNA,20000,Homo sapiens,RNA,2,104,log2 ratio,GSE6099,none,8/15/08,
2377,GDS3290,Interleukin-6 effect on skeletal muscle tissue: time course,"Analysis of interleukin-6 (IL-6) infused skeletal muscle (SKM) biopsies at time points up to 6hr. IL-6, a cytokine secreted from skeletal muscle during exercise, works in both an autocrine and paracrine manner. Results provide insight into IL-6-induced expression of other secreted factors in SKM.",Expression profiling by array,18511485,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,9,transformed count,GSE10685,none,1/6/09,
